Number: 1 371;No;Name;TypeNo;VolVehPrT(AP);SS,VolVehPrT(AP);VolVeh_nad 3,5 t (AP);SS,VolVeh_nad 3,5 t (AP);WKTPolyWGS84
1;422;5.KVETNA;61;91169;82174;2145;1607;LINESTRING(14.4547 50.0466,14.4580 50.0451,14.4596 50.0443)
2;423;;99;11572;11576;377;304;LINESTRING(14.4510 50.0475,14.4507 50.0481)
3;424;RAMPY;98;6925;8806;178;172;LINESTRING(14.4534 50.0478,14.4529 50.0480,14.4520 50.0484)
4;425;;61;78040;69569;1921;1411;LINESTRING(14.4672 50.0412,14.4679 50.0410,14.4686 50.0407,14.4693 50.0405)
5;426;;51;99685;87138;2856;2499;LINESTRING(14.4705 50.0402,14.4701 50.0403,14.4697 50.0404,14.4693 50.0405)
6;427;;51;88445;78250;2636;2331;LINESTRING(14.4724 50.0399,14.4718 50.0399,14.4711 50.0401,14.4705 50.0402)
7;428;5.KVETNA;51;114498;106791;3556;9540;LINESTRING(14.4724 50.0399,14.4733 50.0398,14.4742 50.0397,14.4754 50.0398,14.4763 50.0398,14.4772 50.0399,14.4782 50.0400,14.4791 50.0401,14.4797 50.0402,14.4803 50.0403,14.4807 50.0403)
8;429;;51;106098;96052;3154;9150;LINESTRING(14.4833 50.0402,14.4820 50.0403,14.4814 50.0403,14.4807 50.0403)
9;431;;96;21644;17568;935;1088;LINESTRING(14.4693 50.0405,14.4691 50.0408,14.4692 50.0410,14.4693 50.0412,14.4695 50.0412,14.4698 50.0413,14.4699 50.0412,14.4701 50.0411)
10;432;;96;11240;8887;219;168;LINESTRING(14.4705 50.0402,14.4707 50.0401,14.4708 50.0400,14.4708 50.0398,14.4708 50.0397,14.4707 50.0396,14.4706 50.0395,14.4704 50.0394,14.4701 50.0394,14.4699 50.0395,14.4697 50.0396)
11;433;;97;11510;9584;255;188;LINESTRING(14.4697 50.0396,14.4697 50.0397,14.4697 50.0398,14.4697 50.0399,14.4697 50.0400,14.4698 50.0401)
12;434;;97;554;7106;54;6270;LINESTRING(14.4683 50.0400,14.4684 50.0398,14.4684 50.0396,14.4685 50.0395,14.4687 50.0394,14.4688 50.0393,14.4689 50.0393,14.4690 50.0392,14.4692 50.0392,14.4692 50.0392,14.4695 50.0392)
13;435;;97;284;6409;19;6249;LINESTRING(14.4695 50.0392,14.4697 50.0392,14.4699 50.0392,14.4702 50.0392,14.4704 50.0393,14.4704 50.0393,14.4708 50.0394)
14;436;;96;26053;28541;919;7209;LINESTRING(14.4708 50.0394,14.4711 50.0395,14.4713 50.0396,14.4715 50.0397,14.4716 50.0398,14.4719 50.0398,14.4721 50.0399,14.4724 50.0399)
15;437;;96;25769;22131;901;960;LINESTRING(14.4677 50.0388,14.4683 50.0389,14.4686 50.0390,14.4689 50.0390,14.4694 50.0390,14.4697 50.0390,14.4702 50.0391,14.4705 50.0392,14.4706 50.0393,14.4708 50.0394)
16;438;;97;270;697;35;20;LINESTRING(14.4695 50.0392,14.4696 50.0393,14.4697 50.0393,14.4697 50.0394,14.4698 50.0395,14.4697 50.0396)
17;439;;97;869;8469;54;6310;LINESTRING(14.4683 50.0400,14.4676 50.0397,14.4674 50.0397,14.4673 50.0396,14.4673 50.0395,14.4673 50.0393)
18;440;;51;117557;110562;6833;13023;LINESTRING(14.4682 50.0391,14.4687 50.0394,14.4692 50.0397,14.4695 50.0399,14.4698 50.0401)
19;441;;51;129067;120146;7088;13212;LINESTRING(14.4698 50.0401,14.4704 50.0407)
20;442;;51;112342;103174;6543;6753;LINESTRING(14.4677 50.0388,14.4682 50.0391)
21;445;;51;138111;125305;7444;7713;LINESTRING(14.4677 50.0388,14.4667 50.0385,14.4658 50.0382,14.4653 50.0380)
22;446;;51;128699;114262;6750;7130;LINESTRING(14.4560 50.0379,14.4585 50.0377)
23;448;;99;18796;15419;1004;905;LINESTRING(14.4560 50.0379,14.4560 50.0383,14.4560 50.0385,14.4562 50.0387,14.4564 50.0388,14.4566 50.0388,14.4569 50.0388,14.4575 50.0387)
24;449;;75;22309;21562;1144;965;LINESTRING(14.4581 50.0384,14.4575 50.0387)
25;450;;99;20000;17734;1197;957;LINESTRING(14.4585 50.0377,14.4584 50.0374,14.4582 50.0369,14.4580 50.0367,14.4576 50.0366,14.4570 50.0366,14.4565 50.0367)
26;451;;72;34113;36355;1629;1278;LINESTRING(14.4581 50.0384,14.4578 50.0381,14.4576 50.0379,14.4574 50.0377,14.4571 50.0374,14.4568 50.0371,14.4565 50.0367)
27;452;VIDENSKA;72;46967;43390;2528;1929;LINESTRING(14.4558 50.0348,14.4558 50.0351,14.4560 50.0355,14.4560 50.0356,14.4561 50.0359,14.4562 50.0362,14.4563 50.0364,14.4565 50.0367)
28;453;MICHELSKA;72;18249;20094;703;578;LINESTRING(14.4622 50.0439,14.4623 50.0434,14.4621 50.0428,14.4620 50.0426)
29;457;MICHELSKA;72;18750;20333;742;600;LINESTRING(14.4607 50.0462,14.4622 50.0439)
30;458;MICHELSKA;72;18850;20645;715;614;LINESTRING(14.4607 50.0462,14.4603 50.0473)
31;459;VYSKOCILOVA;72;19336;20078;662;707;LINESTRING(14.4598 50.0486,14.4563 50.0482)
32;460;VYSKOCILOVA;72;20726;20986;586;620;LINESTRING(14.4534 50.0478,14.4563 50.0482)
33;461;;72;24844;23158;560;660;LINESTRING(14.4510 50.0475,14.4512 50.0476,14.4516 50.0476,14.4521 50.0477,14.4526 50.0477,14.4534 50.0478)
34;462;VYSKOCILOVA;72;25521;16452;585;503;LINESTRING(14.4510 50.0475,14.4506 50.0474,14.4504 50.0472,14.4501 50.0471,14.4499 50.0469,14.4497 50.0467,14.4495 50.0465)
35;494;;80;12179;13569;176;237;LINESTRING(14.4509 50.0438,14.4489 50.0427)
36;495;BUDEJOVICKA;72;18548;17996;386;415;LINESTRING(14.4509 50.0438,14.4499 50.0444)
37;496;BUDEJOVICKA;75;8801;10042;223;173;LINESTRING(14.4509 50.0438,14.4514 50.0435,14.4519 50.0433,14.4523 50.0431,14.4525 50.0431)
38;501;BUDEJOVICKA;75;9495;10587;219;159;LINESTRING(14.4579 50.0392,14.4595 50.0425)
39;502;BUDEJOVICKA;75;7723;10959;205;171;LINESTRING(14.4579 50.0392,14.4576 50.0388,14.4575 50.0387)
40;503;;81;3763;1516;65;28;LINESTRING(14.4550 50.0383,14.4552 50.0384,14.4556 50.0386,14.4561 50.0388,14.4566 50.0390,14.4570 50.0391,14.4572 50.0392,14.4579 50.0392)
41;795;;98;9869;8280;130;458;LINESTRING(14.5172 50.1186,14.5177 50.1180,14.5183 50.1175,14.5194 50.1169)
42;796;;98;12560;8966;238;534;LINESTRING(14.5194 50.1169,14.5188 50.1176,14.5183 50.1182,14.5181 50.1188)
43;799;KBELSKA;62;94738;93474;17185;15701;LINESTRING(14.5237 50.1153,14.5194 50.1169)
44;800;KBELSKA;72;37731;36921;2265;3792;LINESTRING(14.5313 50.1100,14.5314 50.1077)
45;801;KOLBENOVA;72;33578;19337;1454;1023;LINESTRING(14.5267 50.1102,14.5298 50.1101)
46;810;PODEBRADSKA;72;35638;28948;996;961;LINESTRING(14.5280 50.1042,14.5269 50.1039,14.5254 50.1038,14.5259 50.1039)
47;923;RAMPA SZ;99;7417;4793;379;566;LINESTRING(14.5314 50.0935,14.5308 50.0934,14.5303 50.0934,14.5299 50.0933,14.5297 50.0934,14.5295 50.0934,14.5292 50.0934,14.5291 50.0934,14.5290 50.0933,14.5288 50.0930)
48;924;RAMPA JZ;99;1913;1941;182;288;LINESTRING(14.5307 50.0927,14.5314 50.0924,14.5319 50.0922,14.5321 50.0921,14.5322 50.0920,14.5323 50.0919,14.5324 50.0917,14.5326 50.0916,14.5327 50.0915,14.5329 50.0914,14.5331 50.0913,14.5332 50.0913,14.5334 50.0913,14.5336 50.0913)
49;925;RAMPA JV;98;5335;4011;427;678;LINESTRING(14.5336 50.0913,14.5346 50.0920)
50;926;PRUMYSLOVA;72;50232;47458;2590;3747;LINESTRING(14.5313 50.1049,14.5315 50.1041,14.5320 50.1035)
51;928;PRUMYSLOVA;63;44016;43603;2465;3382;LINESTRING(14.5314 50.0935,14.5336 50.0913)
52;929;PRUMYSLOVA;63;43410;45172;2995;3629;LINESTRING(14.5336 50.0913,14.5340 50.0909,14.5343 50.0905,14.5347 50.0902,14.5349 50.0900,14.5353 50.0896,14.5356 50.0892,14.5359 50.0889,14.5362 50.0885,14.5364 50.0883,14.5366 50.0880)
53;935;PRUMYSLOVA;72;45521;45670;3099;4411;LINESTRING(14.5381 50.0801,14.5382 50.0828)
54;936;PRUMYSLOVA;63;45808;45755;3158;4497;LINESTRING(14.5381 50.0801,14.5379 50.0769)
55;939;CERNOKOSTEL.;72;39902;37650;3200;3235;LINESTRING(14.5373 50.0713,14.5393 50.0712)
56;942;JIZNI SPOJKA;51;92091;84957;6254;17410;LINESTRING(14.5395 50.0729,14.5387 50.0726,14.5366 50.0721)
57;943;PRUMYSLOVA;72;37673;35244;3387;3790;LINESTRING(14.5373 50.0713,14.5374 50.0721)
58;944;PRUMYSLOVA;72;29418;32341;2177;2726;LINESTRING(14.5373 50.0713,14.5371 50.0680)
59;945;PRUMYSLOVA;72;14699;15675;1059;1311;LINESTRING(14.5371 50.0680,14.5366 50.0669)
60;946;PRUMYSLOVA;72;14719;16666;1119;1415;LINESTRING(14.5376 50.0669,14.5371 50.0680)
61;947;;98;1606;1130;118;141;LINESTRING(14.5376 50.0669,14.5377 50.0686)
62;948;;98;1596;1126;119;141;LINESTRING(14.5377 50.0686,14.5362 50.0684,14.5363 50.0679)
63;950;PRUMYSLOVA;72;16290;16799;1178;1453;LINESTRING(14.5366 50.0669,14.5365 50.0650)
64;952;PRUMYSLOVA;72;14551;16626;1049;1347;LINESTRING(14.5373 50.0621,14.5374 50.0650)
65;954;PRUMYSLOVA;72;12447;15450;707;707;LINESTRING(14.5371 50.0584,14.5373 50.0621)
66;955;PRUMYSLOVA;72;13001;16603;428;639;LINESTRING(14.5360 50.0584,14.5366 50.0571)
67;956;PRUMYSLOVA;72;11536;15708;342;451;LINESTRING(14.5366 50.0571,14.5371 50.0584)
68;957;;98;717;993;184;364;LINESTRING(14.5360 50.0584,14.5360 50.0565)
69;958;;98;1153;1141;305;300;LINESTRING(14.5370 50.0565,14.5370 50.0565,14.5370 50.0568,14.5370 50.0571,14.5371 50.0576,14.5370 50.0579,14.5371 50.0584)
70;959;;81;2919;9565;407;721;LINESTRING(14.5360 50.0565,14.5365 50.0565,14.5370 50.0565)
71;960;PRUMYSLOVA;72;24536;32311;770;1091;LINESTRING(14.5364 50.0541,14.5366 50.0571)
72;965;PRUMYSLOVA;72;19493;25992;748;1012;LINESTRING(14.5307 50.0527,14.5326 50.0526,14.5334 50.0526,14.5341 50.0527,14.5348 50.0528,14.5355 50.0531,14.5360 50.0534,14.5364 50.0541)
73;967;SVEHLOVA;72;27132;27365;360;784;LINESTRING(14.5225 50.0529,14.5210 50.0531,14.5194 50.0537)
74;968;SVEHLOVA;72;16921;16070;296;675;LINESTRING(14.5181 50.0543,14.5160 50.0553,14.5139 50.0564,14.5136 50.0566,14.5110 50.0582)
75;970;SVEHLOVA;72;18718;16574;270;702;LINESTRING(14.5072 50.0602,14.5086 50.0597,14.5096 50.0591,14.5110 50.0582)
76;972;;98;10998;12635;339;563;LINESTRING(14.5021 50.0615,14.5023 50.0613,14.5026 50.0612,14.5031 50.0611,14.5041 50.0609)
77;974;;72;24266;21212;555;862;LINESTRING(14.5039 50.0615,14.5039 50.0614,14.5039 50.0613,14.5038 50.0612,14.5039 50.0610,14.5041 50.0609)
78;975;PRUBEZNA;75;24628;23314;609;790;LINESTRING(14.5046 50.0640,14.5039 50.0615)
79;976;;98;12543;14153;372;734;LINESTRING(14.5039 50.0615,14.5037 50.0615,14.5029 50.0616,14.5024 50.0616,14.5022 50.0616,14.5021 50.0615)
80;979;UVALSKA;72;21560;18486;623;832;LINESTRING(14.5085 50.0705,14.5081 50.0726)
81;990;JIZNI SPOJKA;51;52401;46864;3057;8891;LINESTRING(14.5196 50.0667,14.5188 50.0662,14.5184 50.0658,14.5180 50.0653,14.5173 50.0646,14.5163 50.0640,14.5155 50.0637)
82;991;JIZNI SPOJKA;51;129983;123152;7275;19543;LINESTRING(14.5021 50.0615,14.5013 50.0617,14.5006 50.0618,14.5001 50.0618,14.4995 50.0619,14.4992 50.0619,14.4988 50.0619,14.4983 50.0619,14.4978 50.0619,14.4973 50.0618)
83;992;;51;120471;117802;6747;19136;LINESTRING(14.4927 50.0603,14.4934 50.0606,14.4940 50.0608,14.4946 50.0611,14.4951 50.0613,14.4955 50.0614,14.4958 50.0615,14.4963 50.0616,14.4968 50.0617,14.4973 50.0618)
84;994;JIZNI SPOJKA;51;128208;127543;6684;19188;LINESTRING(14.4927 50.0603,14.4909 50.0596,14.4903 50.0593,14.4897 50.0591,14.4890 50.0590,14.4881 50.0589,14.4874 50.0589,14.4869 50.0589,14.4841 50.0591,14.4835 50.0591,14.4829 50.0591,14.4824 50.0590,14.4820 50.0589,14.4814 50.0587,14.4808 50.0585)
85;995;;51;112236;106282;5953;12037;LINESTRING(14.4796 50.0526,14.4790 50.0514,14.4787 50.0511,14.4787 50.0510,14.4785 50.0509)
86;996;;51;117167;110767;6189;12213;LINESTRING(14.4772 50.0499,14.4776 50.0501,14.4779 50.0503,14.4781 50.0505,14.4783 50.0507,14.4785 50.0509)
87;997;;51;104563;96700;5487;11446;LINESTRING(14.4764 50.0495,14.4772 50.0499)
88;998;;72;34719;30893;1162;954;LINESTRING(14.4779 50.0509,14.4775 50.0513)
89;999;;72;47323;44960;1863;1721;LINESTRING(14.4790 50.0500,14.4787 50.0502,14.4783 50.0505,14.4779 50.0509)
90;1000;;72;42290;40315;1627;1500;LINESTRING(14.4798 50.0497,14.4794 50.0499,14.4790 50.0500)
91;1001;;72;35108;33336;1389;1335;LINESTRING(14.4798 50.0497,14.4805 50.0495)
92;1002;;97;5955;5519;255;258;LINESTRING(14.4775 50.0513,14.4775 50.0511,14.4774 50.0510,14.4772 50.0508)
93;1003;;97;12604;14067;702;767;LINESTRING(14.4772 50.0508,14.4779 50.0509)
94;1004;;97;18560;19586;957;1025;LINESTRING(14.4765 50.0502,14.4765 50.0503,14.4765 50.0504,14.4765 50.0504,14.4765 50.0505,14.4765 50.0505,14.4766 50.0506,14.4767 50.0506,14.4768 50.0507,14.4769 50.0507,14.4770 50.0507,14.4772 50.0508)
95;1005;;97;5955;5519;255;258;LINESTRING(14.4765 50.0502,14.4766 50.0501,14.4766 50.0500,14.4766 50.0499,14.4766 50.0498,14.4766 50.0498,14.4765 50.0497,14.4765 50.0496,14.4764 50.0495)
96;1006;;97;12604;14067;702;767;LINESTRING(14.4772 50.0499,14.4770 50.0499,14.4769 50.0499,14.4769 50.0499,14.4768 50.0500,14.4768 50.0500,14.4767 50.0500,14.4767 50.0500,14.4766 50.0501,14.4765 50.0502)
97;1007;;97;15735;20936;731;7063;LINESTRING(14.4805 50.0495,14.4802 50.0498,14.4800 50.0500,14.4799 50.0503,14.4797 50.0505)
98;1008;;96;15837;21095;731;7108;LINESTRING(14.4797 50.0505,14.4795 50.0509,14.4794 50.0510,14.4794 50.0513,14.4794 50.0515,14.4796 50.0526)
99;1010;;97;102;159;0;45;LINESTRING(14.4790 50.0500,14.4792 50.0500,14.4793 50.0500,14.4794 50.0501,14.4795 50.0501,14.4796 50.0501,14.4797 50.0502,14.4798 50.0502,14.4798 50.0503,14.4797 50.0505)
100;1011;JIZNI SPOJKA;51;110518;102219;5742;11704;LINESTRING(14.4764 50.0495,14.4757 50.0492,14.4747 50.0487,14.4738 50.0483,14.4729 50.0478,14.4723 50.0475,14.4720 50.0473,14.4718 50.0471,14.4715 50.0468,14.4714 50.0465,14.4712 50.0463,14.4711 50.0460,14.4711 50.0456,14.4711 50.0450,14.4712 50.0446,14.4713 50.0439,14.4713 50.0434,14.4712 50.0429)
101;1012;;51;99820;92914;5554;11566;LINESTRING(14.4712 50.0429,14.4712 50.0425,14.4711 50.0422,14.4710 50.0418,14.4708 50.0415)
102;1013;;51;103791;98078;5913;11893;LINESTRING(14.4704 50.0407,14.4706 50.0410,14.4707 50.0412,14.4708 50.0415)
103;1014;;97;10698;9305;188;138;LINESTRING(14.4712 50.0429,14.4711 50.0427,14.4708 50.0424,14.4704 50.0420,14.4699 50.0417,14.4696 50.0415,14.4693 50.0413)
104;1015;;96;12973;11816;224;156;LINESTRING(14.4693 50.0413,14.4690 50.0413,14.4687 50.0412,14.4685 50.0412,14.4681 50.0412,14.4676 50.0412,14.4672 50.0412)
105;1016;;98;5907;7012;276;249;LINESTRING(14.4715 50.0419,14.4711 50.0418,14.4710 50.0418,14.4707 50.0417,14.4704 50.0417,14.4704 50.0417)
106;1017;;98;3971;5163;360;327;LINESTRING(14.4708 50.0415,14.4710 50.0416,14.4712 50.0418,14.4715 50.0419)
107;1018;KOLBENOVA;75;22605;20612;1510;980;LINESTRING(14.5313 50.1100,14.5328 50.1098)
108;1019;KOLBENOVA;98;9325;8350;778;480;LINESTRING(14.5473 50.1084,14.5481 50.1080,14.5485 50.1077,14.5490 50.1075,14.5497 50.1072,14.5503 50.1070,14.5508 50.1070,14.5514 50.1069,14.5523 50.1071,14.5524 50.1071)
109;1020;;71;23619;22755;1120;669;LINESTRING(14.5524 50.1071,14.5516 50.1074)
110;1021;;71;24609;24087;1159;659;LINESTRING(14.5516 50.1074,14.5499 50.1077,14.5492 50.1078)
111;1022;KOLBENOVA;98;10952;9731;878;423;LINESTRING(14.5492 50.1078,14.5481 50.1081,14.5473 50.1084)
112;1023;PODEBRADSKA;72;13657;14357;281;236;LINESTRING(14.5492 50.1078,14.5487 50.1078,14.5482 50.1077,14.5478 50.1076,14.5469 50.1072,14.5465 50.1071,14.5458 50.1068,14.5453 50.1067)
113;1026;PODEBRADSKA;72;28932;25898;752;356;LINESTRING(14.5438 50.1066,14.5453 50.1067)
114;1028;PODEBRADSKA;74;30759;27830;751;466;LINESTRING(14.5349 50.1058,14.5361 50.1061,14.5365 50.1062,14.5375 50.1063,14.5438 50.1066)
115;1031;;81;3894;3816;158;132;LINESTRING(14.5438 50.1066,14.5438 50.1059,14.5440 50.1058,14.5441 50.1058)
116;1032;;81;3178;2802;215;165;LINESTRING(14.5493 50.1033,14.5498 50.1034,14.5501 50.1035,14.5509 50.1040,14.5511 50.1041,14.5512 50.1043,14.5517 50.1048,14.5521 50.1052,14.5527 50.1055,14.5530 50.1056,14.5554 50.1063)
117;1034;;99;5471;6353;483;376;LINESTRING(14.5541 50.1070,14.5538 50.1072,14.5527 50.1076,14.5526 50.1076,14.5523 50.1076,14.5521 50.1076,14.5519 50.1075,14.5517 50.1075,14.5516 50.1074)
118;1035;;99;11909;10403;846;358;LINESTRING(14.5554 50.1063,14.5552 50.1064,14.5550 50.1065,14.5544 50.1068,14.5541 50.1070)
119;1036;;99;11346;10245;870;372;LINESTRING(14.5572 50.1060,14.5569 50.1060,14.5564 50.1060,14.5560 50.1061,14.5556 50.1062,14.5554 50.1063)
120;1037;BROUMARSKA;72;10333;10225;706;385;LINESTRING(14.5572 50.1067,14.5572 50.1060)
121;1038;BROUMARSKA;72;17824;16991;1080;458;LINESTRING(14.5572 50.1060,14.5571 50.1051,14.5568 50.1028)
122;1040;BROUMARSKA;75;21057;18352;960;215;LINESTRING(14.5568 50.1028,14.5567 50.1025,14.5567 50.1022,14.5566 50.1020,14.5563 50.1016,14.5561 50.1014,14.5559 50.1011,14.5556 50.1009,14.5542 50.1002)
123;1041;BROUMARSKA;75;21744;18918;991;246;LINESTRING(14.5486 50.0975,14.5542 50.1002)
124;1042;BROUMARSKA;75;21918;;986;;LINESTRING(14.5469 50.0942,14.5470 50.0951,14.5472 50.0957,14.5476 50.0966,14.5486 50.0975)
125;1044;;81;18216;15108;972;540;LINESTRING(14.5472 50.0895,14.5472 50.0884)
126;1046;CESKOBRODSKA;74;20143;18158;1583;812;LINESTRING(14.5346 50.0920,14.5472 50.0895)
127;1051;;82;6171;4548;74;0;LINESTRING(14.5469 50.0942,14.5407 50.0932)
128;1052;CESKOBRODSKA;74;19839;16265;1360;639;LINESTRING(14.5472 50.0895,14.5510 50.0887)
129;1053;CESKOBRODSKA;74;18177;14419;1183;139;LINESTRING(14.5510 50.0887,14.5549 50.0880)
130;1055;CESKOBRODSKA;74;16165;12823;1163;154;LINESTRING(14.5631 50.0876,14.5615 50.0876,14.5586 50.0876,14.5573 50.0876,14.5560 50.0877,14.5549 50.0880)
131;1056;CESKOBRODSKA;74;16580;13387;1232;371;LINESTRING(14.5631 50.0876,14.5712 50.0872)
132;1057;CESKOBRODSKA;74;17153;13998;1286;419;LINESTRING(14.5755 50.0858,14.5747 50.0861,14.5726 50.0870,14.5712 50.0872)
133;1058;CESKOBRODSKA;74;12941;14728;1263;565;LINESTRING(14.5755 50.0858,14.5773 50.0853)
134;1059;;74;17769;19598;1317;1065;LINESTRING(14.5906 50.0817,14.5920 50.0816,14.5948 50.0815,14.5957 50.0814)
135;1061;PRAZ.OKRUH;45;135297;84715;25183;18335;LINESTRING(14.5938 50.0960,14.5942 50.0946,14.5947 50.0913,14.5948 50.0902,14.5948 50.0890,14.5945 50.0863,14.5944 50.0853,14.5929 50.0808)
136;1062;;94;20094;17129;3520;3250;LINESTRING(14.5939 50.0969,14.5940 50.0972,14.5941 50.0975,14.5944 50.0978,14.5948 50.0981)
137;1063;;94;34422;29710;6101;5853;LINESTRING(14.5948 50.0981,14.5951 50.0983,14.5955 50.0984,14.5960 50.0986,14.5964 50.0987,14.5980 50.0987)
138;1064;;94;36312;29123;6201;5999;LINESTRING(14.5980 50.0987,14.5960 50.0992,14.5954 50.0995,14.5946 50.0999,14.5932 50.1009,14.5927 50.1012)
139;1065;;94;15864;13704;2718;2800;LINESTRING(14.5927 50.1012,14.5914 50.1020,14.5903 50.1033)
140;1066;;46;80116;;17738;;LINESTRING(14.5938 50.0960,14.5932 50.0975,14.5927 50.0986,14.5921 50.0999,14.5915 50.1010)
141;1069;;46;81526;45223;17761;11755;LINESTRING(14.5915 50.1010,14.5912 50.1016,14.5903 50.1033)
142;1070;PRAZ.OKRUH;45;112276;72806;23070;17177;LINESTRING(14.5882 50.1086,14.5885 50.1076,14.5889 50.1064,14.5892 50.1054,14.5896 50.1045,14.5899 50.1039,14.5903 50.1033)
143;1071;;46;86420;66480;21312;16819;LINESTRING(14.5882 50.1086,14.5880 50.1100)
144;1072;;45;91245;71294;21661;17007;LINESTRING(14.5879 50.1116,14.5880 50.1100)
145;1073;;99;6433;4568;202;55;LINESTRING(14.5922 50.1003,14.5924 50.1005,14.5927 50.1006,14.5930 50.1006,14.5932 50.1005,14.5936 50.1004,14.5939 50.1002,14.5940 50.1000,14.5939 50.0999,14.5936 50.0993)
146;1074;;99;1410;2870;23;51;LINESTRING(14.5936 50.0993,14.5941 50.0991,14.5945 50.0988,14.5945 50.0986,14.5944 50.0984,14.5942 50.0982,14.5938 50.0982,14.5934 50.0982)
147;1075;;94;14328;12581;2581;2603;LINESTRING(14.5903 50.1033,14.5910 50.1012,14.5910 50.1008,14.5907 50.1001,14.5907 50.0998,14.5906 50.0995,14.5907 50.0993,14.5908 50.0990,14.5910 50.0987,14.5913 50.0985,14.5915 50.0983,14.5918 50.0982,14.5922 50.0980,14.5926 50.0979,14.5932 50.0979,14.5938 50.0979,14.5943 50.0980,14.5948 50.0981)
148;1076;;94;20448;15419;3483;3200;LINESTRING(14.5927 50.1012,14.5920 50.1014,14.5918 50.1014,14.5915 50.1014,14.5910 50.1014,14.5908 50.1014,14.5905 50.1013,14.5900 50.1011,14.5896 50.1006,14.5893 50.1002,14.5893 50.0998,14.5895 50.0993)
149;1078;;94;28653;20666;3723;3327;LINESTRING(14.5895 50.0993,14.5916 50.0981,14.5926 50.0974,14.5938 50.0960)
150;1080;;99;8205;5246;240;127;LINESTRING(14.5874 50.1004,14.5895 50.0993)
151;1081;;72;5219;2743;49;57;LINESTRING(14.5980 50.0987,14.5966 50.0988,14.5952 50.0990,14.5936 50.0993)
152;1082;;72;13062;10182;274;164;LINESTRING(14.5874 50.1004,14.5936 50.0993)
153;1083;OBCHODNI CCM;72;21826;16727;525;311;LINESTRING(14.5874 50.1004,14.5869 50.1007,14.5856 50.1020)
154;1087;;98;13737;6326;979;358;LINESTRING(14.5851 50.1104,14.5858 50.1102,14.5864 50.1100,14.5870 50.1097,14.5873 50.1095,14.5878 50.1090,14.5880 50.1089,14.5882 50.1086)
155;1088;NACHODSKA;72;15764;18737;1055;544;LINESTRING(14.5906 50.1113,14.5888 50.1109)
156;1090;;63;32707;29275;2183;1109;LINESTRING(14.5888 50.1109,14.5851 50.1104)
157;1091;CHLUMECKA;63;53531;45556;3539;1754;LINESTRING(14.5827 50.1101,14.5851 50.1104)
158;1092;CHLUMECKA;63;59873;52141;3631;1803;LINESTRING(14.5827 50.1101,14.5811 50.1099)
159;1093;CHLUMECKA;63;63499;55108;3627;1770;LINESTRING(14.5776 50.1094,14.5811 50.1099)
160;1094;;63;55528;48613;3040;1530;LINESTRING(14.5731 50.1089,14.5762 50.1093)
161;1095;CHLUMECKA;63;51821;45610;2549;1338;LINESTRING(14.5731 50.1089,14.5714 50.1087)
162;1097;CHLUMECKA;63;48219;42646;2370;1268;LINESTRING(14.5524 50.1071,14.5532 50.1070,14.5540 50.1068,14.5547 50.1067,14.5554 50.1066,14.5560 50.1066,14.5567 50.1066,14.5572 50.1067)
163;1103;;81;14481;15729;939;394;LINESTRING(14.5682 50.1260,14.5667 50.1235)
164;1108;;81;13477;13496;956;463;LINESTRING(14.5682 50.1260,14.5707 50.1258,14.5718 50.1256)
165;1109;;82;11;7;4;1;LINESTRING(14.5758 50.1266,14.5753 50.1266,14.5743 50.1263,14.5718 50.1256)
166;1122;;82;1262;1196;217;182;LINESTRING(14.5568 50.1028,14.5549 50.1026)
167;1124;;82;688;566;31;31;LINESTRING(14.5549 50.1026,14.5542 50.1002)
168;1126;;72;11716;10312;386;158;LINESTRING(14.5568 50.1028,14.5598 50.1035,14.5602 50.1036,14.5607 50.1037,14.5614 50.1037,14.5619 50.1036,14.5626 50.1035,14.5632 50.1032,14.5636 50.1028)
169;1128;;72;10024;9015;343;140;LINESTRING(14.5766 50.1035,14.5744 50.1033,14.5728 50.1029,14.5696 50.1016,14.5683 50.1013,14.5671 50.1013,14.5662 50.1015,14.5649 50.1020,14.5636 50.1028)
170;1129;;72;9950;7733;338;151;LINESTRING(14.5745 50.1062,14.5751 50.1057,14.5755 50.1055,14.5759 50.1053,14.5765 50.1052,14.5770 50.1051,14.5774 50.1050,14.5777 50.1049,14.5779 50.1047,14.5780 50.1045,14.5779 50.1042,14.5779 50.1040,14.5776 50.1038,14.5773 50.1036,14.5766 50.1035)
171;1130;;72;13740;11752;495;281;LINESTRING(14.5745 50.1062,14.5730 50.1073)
172;1135;;81;2665;2537;111;71;LINESTRING(14.5572 50.1060,14.5592 50.1063)
173;1136;;75;16113;13421;523;301;LINESTRING(14.5739 50.1078,14.5730 50.1073)
174;1137;;99;10011;9621;585;373;LINESTRING(14.5731 50.1089,14.5732 50.1084,14.5739 50.1078)
175;1139;;99;9818;8574;612;252;LINESTRING(14.5748 50.1098,14.5753 50.1099,14.5757 50.1098,14.5758 50.1097,14.5760 50.1096,14.5761 50.1095,14.5762 50.1093)
176;1140;;98;6343;6586;92;49;LINESTRING(14.5827 50.1101,14.5837 50.1100,14.5840 50.1098,14.5843 50.1096,14.5844 50.1094)
177;1141;OBCHODNI CCM;80;11117;8633;436;249;LINESTRING(14.5873 50.1087,14.5868 50.1092,14.5862 50.1095,14.5858 50.1097)
